Mémoire,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Rendu du 15 October 2022,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Dissertation,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Travail fait en retard, à améliorer."
Projet - Philo,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Dissertation 22,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Synthèse 37,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Projet 34,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Synthèse - Math,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Dissertation 26,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Mémoire - Philo,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Mémoire - Eco,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Projet - Info,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Rendu du 17 June 2023,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Analyse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Présentation 1,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Rapport de stage 21,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Présentation 23,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Analyse 14,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Pas totalement satisfait du rendu.
Rendu du 19 September 2023,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Synthèse - Math,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Dissertation,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Rendu du 24 November 2025,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 17 December 2022,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Exposé 50,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Analyse 16,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 04 September 2025,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Dissertation - Math,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Pas totalement satisfait du rendu.
Mémoire - Info,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Dissertation - Info,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Projet - Physique,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Projet,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Analyse - Physique,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Dissertation - Physique,L'IA m'a permis de mieux structurer mes phrases.,J'ai passé beaucoup de temps dessus.
Projet,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Projet - Philo,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Exposé - Info,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Rendu du 02 July 2024,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Rapport de stage - Math,J'ai demandé à l'IA de générer un plan.,J'ai appris beaucoup en le faisant.
Dissertation 31,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Dissertation 16,J'ai utilisé l'IA pour vérifier la grammaire.,Je pense que je peux faire mieux.
Analyse,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Mémoire 16,L'IA m'a aidé à clarifier certains concepts.,À discuter avec le professeur.
Compte rendu,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Dissertation 19,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Rendu du 16 April 2025,L'IA m'a donné des exemples concrets.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Philo,J'ai utilisé l'IA pour vérifier la grammaire.,Je pense que je peux faire mieux.
Analyse - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Compte rendu,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Synthèse,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Compte rendu 22,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Dissertation - Philo,J'ai utilisé l'IA pour vérifier la grammaire.,Je pense que je peux faire mieux.
Rapport de stage,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Mémoire - Physique,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Mémoire - Math,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Compte rendu 45,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Exposé 42,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Exposé - Info,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage 48,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Analyse 25,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Synthèse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Dissertation - Info,L'IA m'a aidé à clarifier certains concepts.,J'ai eu du mal à comprendre certaines consignes.
Analyse 15,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Analyse - Physique,L'IA m'a donné des exemples concrets.,Pas totalement satisfait du rendu.
Analyse - Eco,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Rendu du 21 August 2022,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Compte rendu 14,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Présentation - Info,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Projet,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai eu du mal à comprendre certaines consignes.
Synthèse 12,J'ai demandé à l'IA de générer un plan.,Travail fait rapidement.
Compte rendu,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Analyse - Physique,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Dissertation - Philo,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Mémoire,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Mémoire,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Projet,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Rapport de stage,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Dissertation 15,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Math,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Exposé - Eco,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Analyse,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Rapport de stage,Je me suis aidé de l'IA pour résumer un texte.,À discuter avec le professeur.
Rendu du 12 May 2022,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Analyse - Philo,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Présentation 38,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Compte rendu 33,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Dissertation 40,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Rapport de stage,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Travail fait en retard, à améliorer."
Analyse 30,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Mémoire,J'ai demandé à l'IA de générer un plan.,"Premier essai, pas encore au point."
Compte rendu 37,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Synthèse - Eco,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Présentation,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Dissertation - Math,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Analyse 40,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Compte rendu 38,L'IA m'a aidé à clarifier certains concepts.,À revoir pour la prochaine fois.
Dissertation,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Présentation,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Mémoire 23,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Travail fait en retard, à améliorer."
Mémoire - Eco,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Analyse,L'IA m'a permis de mieux structurer mes phrases.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Physique,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Mémoire - Math,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Présentation,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Rendu du 23 April 2025,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Compte rendu - Info,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Dissertation - Eco,L'IA m'a permis de mieux structurer mes phrases.,Travail fait rapidement.
Compte rendu 19,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Synthèse 45,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Dissertation - Eco,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Présentation - Math,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Projet,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Rendu du 18 April 2023,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Synthèse - Philo,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Rendu du 29 January 2023,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Rapport de stage,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Projet - Philo,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Exposé - Eco,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Compte rendu,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À discuter avec le professeur.
Rapport de stage 11,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai eu du mal à comprendre certaines consignes.
Projet - Math,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Dissertation,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Mémoire - Info,L'IA m'a permis de mieux structurer mes phrases.,J'ai eu du mal à comprendre certaines consignes.
Projet - Physique,L'IA m'a donné des exemples concrets.,Pas totalement satisfait du rendu.
Synthèse 5,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Rapport de stage 7,L'IA m'a aidé à clarifier certains concepts.,À discuter avec le professeur.
Compte rendu 49,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Présentation,Je me suis aidé de l'IA pour résumer un texte.,J'ai passé beaucoup de temps dessus.
Compte rendu 33,L'IA m'a donné des exemples concrets.,Travail fait rapidement.
Dissertation - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Pas totalement satisfait du rendu.
Rapport de stage 37,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Rapport de stage 49,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Compte rendu,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Rendu du 15 October 2024,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Analyse,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai eu du mal à comprendre certaines consignes.
Mémoire - Physique,J'ai demandé à l'IA de générer un plan.,"Premier essai, pas encore au point."
Synthèse 47,L'IA m'a permis de mieux structurer mes phrases.,Travail fait rapidement.
Analyse - Philo,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Projet - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Présentation,L'IA m'a aidé à clarifier certains concepts.,J'ai eu du mal à comprendre certaines consignes.
Mémoire,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Synthèse,J'ai demandé à l'IA de générer un plan.,Je pense que je peux faire mieux.
Compte rendu,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Dissertation,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Synthèse,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Mémoire 31,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Compte rendu - Physique,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Compte rendu - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
Projet 2,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Projet - Philo,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Exposé 14,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Rapport de stage 27,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Mémoire 18,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Analyse - Philo,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Dissertation,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Rapport de stage - Philo,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Compte rendu - Math,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Compte rendu,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Rendu du 27 December 2023,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Analyse 25,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Synthèse - Math,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Compte rendu,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Synthèse,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Dissertation 28,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Mémoire - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Exposé - Physique,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Présentation 27,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Dissertation - Physique,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Dissertation - Philo,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Dissertation 38,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Rendu du 09 October 2022,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Rapport de stage 24,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Synthèse,Je me suis aidé de l'IA pour résumer un texte.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Physique,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Mémoire - Physique,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Analyse,Je me suis aidé de l'IA pour résumer un texte.,J'ai appris beaucoup en le faisant.
Compte rendu - Eco,J'ai demandé à l'IA de générer un plan.,"Travail fait en retard, à améliorer."
Dissertation 17,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Info,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Dissertation - Math,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai eu du mal à comprendre certaines consignes.
Exposé,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage 10,J'ai demandé à l'IA de générer un plan.,Travail fait rapidement.
Analyse 27,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Compte rendu,J'ai demandé à l'IA de générer un plan.,Je pense que je peux faire mieux.
Rendu du 08 March 2025,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Rapport de stage - Eco,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Compte rendu 13,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage - Philo,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Projet 8,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Exposé - Physique,J'ai demandé à l'IA de générer un plan.,Je pense que je peux faire mieux.
Présentation - Philo,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Projet - Math,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Dissertation - Info,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Synthèse - Eco,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Projet 43,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Exposé,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Présentation 38,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Exposé - Info,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Présentation 44,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Projet,L'IA m'a donné des exemples concrets.,J'ai passé beaucoup de temps dessus.
Compte rendu,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Mémoire - Eco,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Présentation 9,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Compte rendu 36,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Synthèse,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Présentation 5,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Analyse,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Compte rendu - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Synthèse - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai appris beaucoup en le faisant.
Présentation,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Analyse 20,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Projet 2,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Synthèse - Math,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Compte rendu 23,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Mémoire,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Présentation 2,L'IA m'a donné des exemples concrets.,Travail fait rapidement.
Dissertation - Math,L'IA m'a aidé à clarifier certains concepts.,À discuter avec le professeur.
Exposé,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Analyse 21,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Projet - Physique,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Projet - Math,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Projet,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Analyse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À discuter avec le professeur.
Rapport de stage 35,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Projet 41,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Rendu du 15 February 2023,L'IA m'a donné des exemples concrets.,J'ai passé beaucoup de temps dessus.
Projet,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Projet 50,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Rendu du 16 December 2025,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 24 June 2025,L'IA m'a aidé à clarifier certains concepts.,À discuter avec le professeur.
Dissertation,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Rapport de stage 29,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Analyse,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Dissertation 24,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Rendu du 14 February 2023,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Compte rendu,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Analyse,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Dissertation 24,L'IA m'a permis de mieux structurer mes phrases.,J'ai eu du mal à comprendre certaines consignes.
Mémoire - Info,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Compte rendu,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Synthèse - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Synthèse - Philo,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Rapport de stage 48,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Présentation - Philo,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Exposé,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Analyse - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Dissertation 12,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Dissertation - Math,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Rapport de stage - Math,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Analyse,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Rendu du 29 November 2022,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Exposé 33,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Mémoire - Philo,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Rapport de stage - Philo,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Dissertation 5,L'IA m'a aidé à clarifier certains concepts.,"Premier essai, pas encore au point."
Rendu du 03 December 2022,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Compte rendu - Philo,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Dissertation 30,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Synthèse 7,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Compte rendu,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Analyse - Eco,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Synthèse,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Rapport de stage 40,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Projet - Eco,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Rendu du 28 February 2024,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Rendu du 19 May 2024,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Présentation - Math,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Synthèse 49,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Rapport de stage,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Rapport de stage 30,J'ai utilisé l'IA pour vérifier la grammaire.,Je pense que je peux faire mieux.
Exposé 43,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Présentation,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai eu du mal à comprendre certaines consignes.
Présentation - Eco,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Présentation - Eco,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Projet 6,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Dissertation 10,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Présentation - Eco,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Dissertation,L'IA m'a aidé à clarifier certains concepts.,J'ai eu du mal à comprendre certaines consignes.
Dissertation 26,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Dissertation 31,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Présentation,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Rendu du 15 October 2022,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Analyse - Math,L'IA m'a donné des exemples concrets.,Pas totalement satisfait du rendu.
Rapport de stage,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Mémoire - Math,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Dissertation - Info,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Projet - Info,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Analyse,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
